title,title_name,make,modelname,modelnameq,modelno,modelnoq
NULL,"Eurocopter AS 350B3 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B3"
"A320 for sale","Airbus A320-211",Airbus,NULL,NULL,A320,A320-211
"ASH26E 700hrs TTS MINT CONDITION STATE OF THE ART PANEL",Schleicher,Schleicher,NULL,NULL,NULL,NULL
"Agusta Bell 206 B2 Jetranger","Bell 206B JetRanger II",Bell,JetRanger,NULL,206,206B
"Diamond DA42 Twin Star","Diamond Aircraft DA42 TwinStar","Diamond Aircraft",Star,NULL,DA42,NULL
"One Owner Fortune 50 Corporate 407. IT'S GOTTA GO!!","Bell 407",Bell,NULL,NULL,407,NULL
"Blawkhawk XPR-61 Platinum Edition","Beech B200 King Air",Beech,"King Air",NULL,200,B200
"YAY 42-D VIP for sale","Yakovlev YAK-42D",Yakovlev,NULL,NULL,YAK-42,YAK-42D
"Best Super Cub on the Market","Piper PA-18 Super Cub",Piper,Cub,NULL,PA-18,NULL
"Fantastic Cessna 150 at a Great Price!","Cessna 150G",Cessna,NULL,NULL,150,150G
"1958 Piper Comanche 250","Piper PA-24-250 Comanche",Piper,Comanche,NULL,NULL,NULL
Cabri,"Guimbal G-2 Cabri",Guimbal,Cabri,NULL,G-2,NULL
"Raven 1","Robinson R-44 Raven",Robinson,Raven,NULL,R-44,NULL
"Raven 1","Robinson R-44 Raven",Robinson,Raven,NULL,R-44,NULL
"Raven 1","Robinson R-44 Raven",Robinson,Raven,NULL,R-44,NULL
"RV6A Single Engine Prop Airplane","Vans RV-6A",Vans,NULL,NULL,RV-6,RV-6A
"LEAR 55ER",NULL,Learjet,55-ER,NULL,NULL,NULL
"LEAR 31A FOR LEASE","Learjet 31A",Learjet,NULL,NULL,30,31A
"FRESH ANNUAL. RAM IV CONVERSION, WINGLETS!!!  AIR CONDITIONING, VG'S, NICE IN AND OUT !!","Cessna 414A Chancellor",Cessna,Chancellor,NULL,414,414A
"RAM IV CONVERSION WITH WINGLETS AND GARMIN PANEL. ARGUABLY THE NICEST, MOST CLEAN 414A ON THE MARKET!!","Cessna 414A Chancellor",Cessna,Chancellor,NULL,414,414A
"2380 TT, 580/580 SOH, Garmin 430 GPS, King 24 Audio Panel, RCA Primus - 200 Weather Radar, King KN53 Nav","Beech 58P Baron",Beech,58P,NULL,NULL,NULL
"FRESH HOT SECTIONS, NEW PAINT AND INTERIOR. RAM AIR, SPEED STACKS. CURRENT 135.","Piper PA-31T2 Cheyenne II-XL",Piper,Cheyenne,NULL,PA-31,PA-31T2
"5960 TT, 3200/3200 SMOH, CURRENT PART 135, TRADES CONSIDERED...","Piper PA-31T2 Cheyenne II-XL",Piper,"Cheyenne II-XL",NULL,NULL,NULL
"GARMIN G600 (SYNTHETIC VISION), DUAL 530'S, 209 SINCE HOTS, ONLY 2 Corporate Owners, Professionally Flown Since New. Trades Considered. EMAIL SALES@MERCURYAIRCRAFTSALES.COM","Piper PA-31T Cheyenne II",Piper,Cheyenne,NULL,PA-31,PA-31T
"One Owner Loaded Corporate JetRanger","Bell 206B3 JetRanger III",Bell,JetRanger,NULL,206,206B3
"AMS AStar with Utility Interior!","Eurocopter AS 350B2 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B2"
"One Owner Corporate EC120B.  FRESH 12 YEAR!!","Eurocopter EC 120B Colibri",Eurocopter,Colibri,NULL,"EC 120","EC 120B"
"Robinson R22 Beta","Robinson R-22 Beta",Robinson,Beta,NULL,R-22,NULL
"TRADES CONSIDERED. NICE 421C READY TO WORK !!!","Cessna 421C Golden Eagle",Cessna,421C,NULL,NULL,NULL
"100/200 SMOH. CREW DOOR, CARGO DOOR GARMIN 530/430 WAAS","Piper PA-31 Chieftain",Piper,Navajo,NULL,PA-31,NULL
"ABSOLUTE CREAM PUFF. MOTIVATED SELLER ! SEE SPECS BELOW:","Piper PA-31P-350 Mojave",Piper,Navajo,NULL,PA-31,PA-31P-350
"LOW TIME, CLEAN AND READY TO FLY!","Piper PA-31-325 Navajo C/R Panther",Piper,"Navajo C/R Panther",NULL,NULL,NULL
"Garmin MX 20, Garmin 530/430 System Com/Nav/GPS with WAAS. HF STEC AP, Fad-ec digital display,TRADES CONSIDERED..","Piper PA-34 Seneca V",Piper,Seneca,NULL,PA-34,NULL
"Turn key Seneca III",NULL,Piper,"Seneca III",NULL,NULL,NULL
"LOW TIME 208B WITH CARGO POD, FREON AIR, Garmin 430W and 530W , WILLING TO EXPORT, TRADES CONSIDERED!!","Cessna F406 Caravan II",Cessna,Caravan,NULL,208,F406
"EXTENDED RANGE TANKS, N1 DEEC’s, RECENT INTERIOR, SINGLE POINT REFUEL, THRUST REVERSERS, EROS OXYGEN MASKS, DUAL SAFT 4078 NICAD BATTERIES","Learjet 55-ER",Learjet,NULL,NULL,55,55-ER
"Advanced Chinook PLUS 2 Trainer Ultralight","ASAP 2-S Plus 2 Chinook",ASAP,Chinook,NULL,"Plus 2 2-S",NULL
"Aces High Test Listing","Aces High Cuby II","Aces High",NULL,NULL,NULL,NULL
"Challenger II Amphib","Quad City Challenger II CWS","Quad City",Challenger,NULL,NULL,NULL
NULL,"Dornier 328Jet",Dornier,NULL,NULL,Do-328,328Jet
"EMB-120ER For Sale","Embraer EMB-120ER Brasilia",Embraer,Brasilia,NULL,EMB-120,EMB-120ER
"TURN KEY KODIAK","Quest Aircraft Kodiak","Quest Aircraft",Kodiak,NULL,NULL,NULL
"*AP/FD.Digital Tpdr. Designer Leather Interior,Aircraft Interior and Exterior in Great Condition.","Piper PA-46`tp Malibu Mirage JetPROP DLX",Piper,Malibu,NULL,PA-46,PA-46`tp
"FRESH HOT SECTIONS..CAN BE EXPORTED","Piper PA-42 Cheyenne IIIA",Piper,Cheyenne,NULL,PA-42,NULL
"SUPER CHEYENNE -135 ENGINE CONVERSION.","Piper PA-31T Cheyenne II",Piper,Cheyenne,NULL,PA-31,PA-31T
NULL,"Cessna Citation CJ",Cessna,Citation,NULL,5??,NULL
"Your search is over, Your better than new 1957 Cessna 180A in pristine, show room condition.","Cessna 180A Skywagon",Cessna,Skywagon,NULL,180,180A
"PIPER DAKOTA PA28-236 (IFR)","Piper PA-28-236 Dakota",Piper,Cherokee,NULL,PA-28,PA-28-236
"1979 Lance Turbo","Piper PA-32RT-300T Lance",Piper,Lance,NULL,PA-32,PA-32RT-300T
"A109MkII Wide Boby Plus IFR","Agusta A109K II Plus",Agusta,NULL,NULL,A109,"A109K II Plus"
NULL,"Gulfstream GV",Gulfstream,NULL,NULL,GV,NULL
NULL,"Beech 1900C Airliner",Beech,Airliner,NULL,1900,1900C
NULL,"Hawker Siddeley 125-800XP","Hawker Siddeley",NULL,NULL,125,125-800XP
NULL,"Hawker Siddeley 125-800XP","Hawker Siddeley",NULL,NULL,125,125-800XP
"Beechjet 400A","Beech 400A Beechjet",Beech,Beechjet,NULL,400,400A
NULL,"Hawker Siddeley 4000","Hawker Siddeley",NULL,NULL,4000,NULL
"Fabulous Piper Comanche, modern equipped","Piper PA-24-260B Comanche",Piper,Comanche,NULL,PA-24,PA-24-260B
"Mooney for Sale","Mooney M20K 231",Mooney,NULL,NULL,M20,"M20K 231"
"Citation CJ2+","Cessna 525A Citation CJ2",Cessna,Citation,NULL,5??,525A
"For sale","Hawker Siddeley 125-800XP","Hawker Siddeley",NULL,NULL,125,125-800XP
350,"Beech King Air",Beech,"King Air",NULL,NULL,NULL
"For sale","Learjet 31A",Learjet,NULL,NULL,30,31A
"Authorized Dealer for Washington, Oregon, Alaska, British Columbia, Alberta, NW Territories and Yukon.","Quest Aircraft Kodiak","Quest Aircraft",Kodiak,NULL,NULL,NULL
"Online Auction of  1947 Navion Model A Airplane","North American Model A Navion","North American",Navion,NULL,"Model A Navion",NULL
NULL,"Beech C90A King Air",Beech,"King Air",NULL,90,C90A
"1976 Piper PA-18 Super Cub 160","Piper PA-18-160 Super Cub",Piper,Cub,NULL,PA-18,PA-18-160
"Perfectly Maintained","Hawker Siddeley 125-700A","Hawker Siddeley",NULL,NULL,125,125-700A
"Best 50EX on the Market","Dassault 50EX",Dassault,NULL,NULL,50,50EX
NULL,"Dassault 2000",Dassault,NULL,NULL,2000,NULL
NULL,"Cessna Citation CJ",Cessna,Citation,NULL,5??,NULL
"Your deal on a Centurion 210 - Make an offer!","Cessna 210 Centurion",Cessna,Centurion,NULL,210,NULL
NULL,"Cessna 510 Citation Mustang",Cessna,Citation,NULL,5??,510
"Nice 340 New A/C","Cessna 340A",Cessna,NULL,NULL,340,340A
"2013 CHALLENGER ADVANCED ULTRALIGHT","Quad City Challenger","Quad City",Challenger,NULL,NULL,NULL
"PIPER MALIBU MATRIX","Piper PA-46R-350T Matrix",Piper,Malibu,NULL,PA-46,PA-46R-350T
"TKS Equipped Mooney Missile for sale","Mooney M20J Missile 300",Mooney,Missile,NULL,M20,M20J
NULL,"Learjet 45",Learjet,NULL,NULL,45,NULL
"Cessna 150M","Cessna 150M",Cessna,NULL,NULL,150,150M
"1970 Piper Cherokee 235","Piper PA-28-235 Cherokee",Piper,Cherokee,NULL,PA-28,PA-28-235
NULL,"Cessna 172N",Cessna,NULL,NULL,172,172N
"Immediately selin of B737-500","Boeing 737-529",Boeing,NULL,NULL,737,737-529
"B767-300ER Available for ACMI lease","Boeing 767-300ER",Boeing,NULL,NULL,767,767-300ER
"Europa XS Trigear "New"","Europa Aircraft Europa XS","Europa Aircraft",NULL,NULL,NULL,NULL
NULL,"Zlin Aerospace Z-142","Zlin Aerospace",NULL,NULL,Z-142,NULL
"Absolutely Beautiful Skywagon - incredible show piece","Cessna 185F Skywagon",Cessna,Skywagon,NULL,185,185F
"Price Reduced -","Cirrus SR-22",Cirrus,NULL,NULL,SR-22,NULL
"1980 Cessna 340A -    Only 3434 TT.","Cessna 340A",Cessna,NULL,NULL,340,340A
"price reduced! This plane is in great condition  and needs to find a new home","Cessna 340A",Cessna,NULL,NULL,340,340A
NULL,"Cessna 150G",Cessna,NULL,NULL,150,150G
"R44 Raven II","Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
"1964 Classic "Show Quality" Gorgeous Cessna 182G","Cessna 182G Skylane",Cessna,Skylane,NULL,182,182G
NULL,"Aerotechnik Eurostar EV-97",Aerotechnik,NULL,NULL,NULL,NULL
"Top Condition Sabreliner 60SCEXLM with "New Engines"","Rockwell 60 Sabreliner",Rockwell,Sabreliner,NULL,"Sabreliner 60",NULL
"New $500K price reduction! Now $8,795,000!","Dassault 2000",Dassault,NULL,NULL,2000,NULL
"1993 Cessna CJ 525","Cessna 525 Citation CJ1",Cessna,Citation,NULL,5??,525
"2006 Hawker 400XP","Hawker Siddeley 125-400XP",Beech,NULL,NULL,125,125-400XP
"2021 Robinson R22 BETA II","Robinson R-22 Beta II",Robinson,Beta,NULL,R-22,NULL
"2021 Robinson R44 Raven II","Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
"2021 Robinson R44 Raven I","Robinson R-44 Raven",Robinson,Raven,NULL,R-44,NULL
"1973 Midget Mustang Goodyear Pylon Racer","Bushby Midget Mustang",Bushby,Mustang,NULL,NULL,NULL
"1947 CESSNA 140","Cessna 140",Cessna,NULL,NULL,140,NULL
"Bell 212","Bell 212",Bell,NULL,NULL,212,NULL
NULL,"Boeing 727-225",Boeing,NULL,NULL,NULL,NULL
"MS880B For Sale","Morane-Saulnier MS.880B",Morane-Saulnier,NULL,NULL,MS.880,MS.880B
NULL,"Eurocopter AS 350B3 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B3"
NULL,"Robinson R-44 Clipper II",Robinson,Clipper,NULL,R-44,NULL
"A/C Available for SALE","Tupolev TU-154M",Tupolev,NULL,NULL,TU-154,TU-154M
"2011 R66 Turbine","Robinson R-66",Robinson,NULL,NULL,R-66,NULL
"FOR SALE","Bell 206L1 LongRanger II",Bell,LongRanger,NULL,206,206L1
"FOR SALE","Bell 206L1 LongRanger II",Bell,LongRanger,NULL,206,206L1
"FOR SALE","Bell 206L3 LongRanger III",Bell,LongRanger,NULL,206,206L3
"Dornier 228 ACMI AFRICA","Cessna 208B Grand Caravan",Cessna,Caravan,NULL,208,208B
"ATR 72-200 ACMI Europe & Africa","ATR 72-200",ATR,NULL,NULL,72,72-200
"Jetstream 31 ACMI Europe & Africa","BAe J-31 Jetstream",BAe,Jetstream,NULL,J-31,NULL
"Dash 8 ACMI AFRICA","de Havilland DHC-8-200","de Havilland",NULL,NULL,DHC-8,DHC-8-200
"Dornier 228 ACMI AFRICA","Dornier Do-228",Dornier,NULL,NULL,Do-228,NULL
"New Paint, Fresh Annual!","Piper PA-38 Tomahawk",Piper,Tomahawk,NULL,PA-38,NULL
NULL,"Beech C90B King Air",Beech,"King Air",NULL,90,C90B
NULL,"Beech C90B King Air",Beech,"King Air",NULL,90,C90B
NULL,"Beech 400XP Beechjet",Beech,Beechjet,NULL,400,400XP
NULL,"Beech 350 King Air",Beech,"King Air",NULL,350,NULL
"1990 Cessna Citation III","Cessna 650 Citation III",Cessna,Citation,NULL,5??,650
"King Air B200 for State Bid","Beech B200",Beech,NULL,NULL,NULL,NULL
"Off Market Hawker 4000","Hawker Siddeley 4000","Hawker Siddeley",NULL,NULL,NULL,NULL
"A340-5/6 VVIP","Airbus A340-500",Airbus,NULL,NULL,A340,A340-500
"2008 HAWKER 4000 Available","Hawker Siddeley 4000","Hawker Siddeley",NULL,NULL,4000,NULL
NULL,"Cessna 501 Citation I/SP",Cessna,Citation,NULL,5??,501
"PA 28/180","Piper PA-28-180 Cherokee",Piper,Cherokee,NULL,PA-28,PA-28-180
"2003 Piper Saratoga 6X","Piper PA-32-301FT 6X",Piper,Saratoga,NULL,PA-32,PA-32-301FT
"1982 Piper Turbo Saratoga SP with Intercooler","Piper PA-32R-301T",Piper,Saratoga,NULL,PA-32,PA-32R-301T
"1975 PIPER SENECA II","Piper PA-34 Seneca II",Piper,Seneca,NULL,PA-34,NULL
"1981 Beechcraft F33A","Beech F33A Bonanza",Beech,Bonanza,NULL,3?,F33A
"1983 Piper Turbo Arrow IV","Piper PA-28RT-201T Arrow IV",Piper,Arrow,NULL,PA-28,PA-28RT-201T
"2000 Piper Saratoga TC featuring Skywatch 497","Piper PA-32R-301T Saratoga II-TC",Piper,Saratoga,NULL,PA-32,PA-32R-301T
"1973 Piper PA-28-235  with Garmin 430","Piper PA-28-235 Cherokee",Piper,Cherokee,NULL,PA-28,PA-28-235
"1958  Beechcraft J35 Bonanza","Beech J35 Bonanza",Beech,Bonanza,NULL,3?,J35
"1984 Piper Saratoga FG","Piper PA-32-301 Saratoga FG",Piper,Saratoga,NULL,PA-32,PA-32-301
"2005 Cirrus SR-22 with Avidyne R9","Cirrus SR-22",Cirrus,NULL,NULL,SR-22,NULL
"1978 Piper Seneca II Featuring a Garmin 530","Piper PA-34 Seneca II",Piper,Seneca,NULL,PA-34,NULL
"1980 Piper Turbo Saratoga with Intercooler","Piper PA-32-301T Turbo Saratoga",Piper,Saratoga,NULL,PA-32,PA-32-301T
"1981 Piper Turbo Saratoga with Intercooler","Piper PA-32-301T Turbo Saratoga",Piper,Saratoga,NULL,PA-32,PA-32-301T
"1983 Piper Turbo Saratoga FG","Piper PA-32-301T Turbo Saratoga FG",Piper,Saratoga,NULL,PA-32,PA-32-301T
"1977 CESSNA 421C","Cessna 421C Golden Eagle",Cessna,"Golden Eagle",NULL,421,421C
"1982 Piper Turbo Saratoga SP Featuring a Garmin 430W","Piper PA-32R-301T Turbo Saratoga SP",Piper,Saratoga,NULL,PA-32,PA-32R-301T
"Very low hours","The Balloon Works AX-7","The Balloon Works",NULL,NULL,NULL,NULL
NULL,"Schweizer 333",Schweizer,NULL,NULL,333,NULL
"1985 King Air B200","Beech B200 King Air",Beech,"King Air",NULL,200,B200
"1985 King Air B200","Beech King Air",Beech,NULL,NULL,NULL,NULL
"To Be Auction! Saturday September 7th, 2013","Bell 206L3 LongRanger III",Bell,LongRanger,NULL,206,206L3
"New 2009 Thrush 510 Turbo","Thrush Aircraft/Ayres 510 Turbo Thrush","Thrush Aircraft/Ayres",NULL,NULL,NULL,NULL
NULL,"Scheibe SF.25B",Scheibe,NULL,NULL,SF.25,SF.25B
"Agusta Westland 109A","Agusta A109A","Westland Ltd.",NULL,NULL,A109,A109A
"Antonov-32 A for SALE or ACMI lease","Antonov An-32 Cline",Antonov,Cline,NULL,An-32,NULL
"Canadair CL-41G Tebuan Military Jet Aircraft for Sale","Canadair CL-41/CT-114 Tebuan",Canadair,Tebuan,NULL,CL-41/CT-114,NULL
"PZL KANIA","PZL/Warszawa-Okecie Kania",PZL/Warszawa-Okecie,NULL,NULL,NULL,NULL
NULL,"Airbus A320-214",Airbus,NULL,NULL,NULL,NULL
"Cessna T182 Turbo Skylane","Cessna T182 Turbo Skylane",Cessna,Skylane,NULL,182,T182
"Antonov 2 for sale","Antonov An-2 Colt",Antonov,Colt,NULL,An-2,NULL
NULL,"Aeroandina MXP 150",Aeroandina,NULL,NULL,NULL,NULL
"Bankruptcy Auction - 1977 Cessna T210M Airplane","Cessna T210M Centurion",Cessna,Centurion,NULL,210,T210M
"Breezer Light Sport","Breezer Light Sport",Breezer,NULL,NULL,"Light Sport",NULL
"Full Utility","Eurocopter Bo 105-CBS4",Eurocopter,NULL,NULL,"Bo 105","Bo 105-CBS4"
"MiG-29UB Fulcrum-B Train model and engines of RD-33 *Demilitarized* for Sale","MiG 29UB Fulcrum",MiG,Fulcrum,NULL,29,29UB
"Sukhoi Su-22UB Flanker Train model and engines AL-21F3 *Demilitarized* for Sale","Sukhoi Su-22UM3K Flanker",Sukhoi,Flanker,NULL,Su-22,Su-22UM3K
"Mikoyan-Gurevich MiG-29UB Fulcrum-B Train model *Demilitarized* for Sale","MiG 29UB Fulcrum",MiG,Fulcrum,NULL,29,29UB
"Military fighter MIG - 21 for Sale","MiG 21",MiG,NULL,NULL,21,NULL
"VIP 1989 Tupolev TU-154M VIP for Sale","Tupolev TU-154M",Tupolev,NULL,NULL,TU-154,TU-154M
+,"Cessna 525",Cessna,Citation,NULL,5??,525
"1977 LAKE LA4-200 WITH FRESH ANNUAL AND ONLY 1023 HRS","Lake LA-4-200",Lake,NULL,NULL,LA-4,LA-4-200
NULL,"Cessna 172N",Cessna,NULL,NULL,172,172N
"1975 Piper Arrow II","Piper Archer II",Piper,Archer,NULL,PA-28,PA-28-181
"2003 Lear 60","Learjet 60",Learjet,NULL,NULL,60,NULL
"2008 Beech King Air B200GT","Beech B200GT King Air",Beech,"King Air",NULL,200,B200GT
"Only 247 TTSN","Hawker Siddeley 125-400XP","Hawker Siddeley",NULL,NULL,125,125-400XP
NULL,"Cessna 210N Centurion",Cessna,Centurion,NULL,210,210N
NULL,"Cessna 206H",Cessna,NULL,NULL,206,206H
NULL,"Bell 412EP",Bell,NULL,NULL,412,412EP
"New paint, Complete logs, high float landing gear, Collins Pro-Line II Avionics package","Beech B200 King Air",Beech,"King Air",NULL,200,B200
NULL,"Aermacchi MB-308",Aermacchi,NULL,NULL,NULL,NULL
"Idaho Mooney M20K231","Mooney M20K 231",Mooney,NULL,NULL,M20,"M20K 231"
"1977 Pipr Archer II","Piper PA-28-181 Archer II",Piper,Archer,NULL,PA-28,PA-28-181
"1976 Cessna 180hp Skyhawk","Cessna 172M Skyhawk",Cessna,Skyhawk,NULL,172,172M
"1974 High gross Cessna 180","Cessna 180J Skywagon",Cessna,Skywagon,NULL,180,180J
"Metalized 1960 Tripacer","Piper PA-22-160 Tri-Pacer",Piper,Pacer,NULL,PA-22,PA-22-160
"Worlds fastest single engine amphibian","Seastar 724hk",Seastar,NULL,NULL,724hk,NULL
"Permit to fly obtained","Siai Marchetti S.211","Siai Marchetti",NULL,NULL,S.211,NULL
NULL,"Bell 407",Bell,NULL,NULL,407,NULL
"Beautiful Citation CJ1 - 100% JSSI!","Cessna 525 Citation CJ1",Cessna,Citation,NULL,5??,525
"2003 Premier I","Raytheon Premier I",Beech,Premier,NULL,NULL,NULL
"Citation Bravo for Sale","Cessna 550 Citation Bravo",Cessna,Citation,NULL,5??,550
"VERY LOW TOTAL TIME Bell 206 B3!!","Bell 206B3 JetRanger III",Bell,JetRanger,NULL,206,206B3
"Robinson R22 beta II","Robinson R-22 Beta II",Robinson,Beta,NULL,R-22,NULL
"RANS S-6ES Coyote II","Rans S-6ES Coyote II",Rans,Coyote,NULL,S-6,S-6ES
"1978 Piper Lance IFR Certified","Piper PA-32RT-300 Lance",Piper,Lance,NULL,PA-32,PA-32RT-300
"Sukhoi Su-22M4 {REBUILT 2000) ~ In flying condition with log books etc. for Sale","Sukhoi Su-22M4",Sukhoi,NULL,NULL,Su-22,Su-22M4
"Sukhoi Su-22M4 {1988 year) ~ In flying condition with log books etc. for Sale","Sukhoi Su-22M4",Sukhoi,NULL,NULL,Su-22,Su-22M4
"2009 REBUILT MIL Mi-17 for Sale","Mil MI-8MTV-1",Mil,NULL,NULL,MI-8,MI-8MTV-1
"2013 REBUILT MIL Mi-17 for Sale","Mil MI-171V",Mil,NULL,NULL,MI-171,MI-171V
"1997 Citation Bravo NEW to Market","Cessna 550 Citation Bravo",Cessna,Citation,NULL,5??,550
"MOTIVATED SELLER:  2003 Hawker 800XP","Hawker Siddeley 125-800XP","Hawker Siddeley",NULL,NULL,125,125-800XP
"1982 BEECHCRAFT KING AIR B200 BB-1003","Beech B200 King Air",Beech,"King Air",NULL,200,B200
"NEW PRICE!!!!! not lower!!!!","Robinson R-44 Astro",Robinson,Astro,NULL,R-44,NULL
"Piper Arrow III Four-Place Aircraft","Piper PA-28R-201 Arrow III",Piper,Arrow,NULL,PA-28,PA-28R-201
"Heavily Equipped 2009 Learjet 45XR","Learjet 45-XR",Learjet,NULL,NULL,45,45-XR
"Lowest price TB20 in the UK","Socata TB-20 Trinidad GT",Socata,Trinidad,NULL,TB-20,NULL
"1991 Cessna Citation II C550 - Owner Transport Canada","Cessna 550 Citation II",Cessna,Citation,NULL,5??,550
"Last Surviving Classic Airworthy Monocoach in Existence","MONO Aircraft Corp. Monocoach","MONO Aircraft Corp.",NULL,NULL,NULL,NULL
"Owner ready to let this one go!","Cessna 560 Citation V",Cessna,Citation,NULL,5??,560
"2004 Beechcraft King Air C90B","Beech C90B King Air",Beech,"King Air",NULL,90,C90B
"2002 GIVSP","Gulfstream GIV/SP",Gulfstream,NULL,NULL,GIV,GIV/SP
"Cherokee 140 (160hp)","Piper PA-28-140 Cherokee",Piper,Cherokee,NULL,PA-28,PA-28-140
"New Grande 870CJ available exclusively from AA","Bombardier Challenger",Bombardier,Challenger,NULL,NULL,NULL
NULL,"ATR 42-300",ATR,NULL,NULL,42,42-300
NULL,"BAe J-32 Jetstream",BAe,Jetstream,NULL,J-32,NULL
NULL,"BAe J-32 Jetstream",BAe,Jetstream,NULL,J-32,NULL
NULL,"BAe J-32 Jetstream",BAe,Jetstream,NULL,J-32,NULL
"Very well maintained aircraft","de Havilland DHC-8-102A","de Havilland",NULL,NULL,DHC-8,DHC-8-102A
"Very well maintained aircraft","de Havilland DHC-8-102A","de Havilland",NULL,NULL,DHC-8,DHC-8-102A
"SALE DHC 8-311","de Havilland DHC-8-311","de Havilland",NULL,NULL,DHC-8,DHC-8-311
"1967 Piper Cherokee Six 260 featuring a Garmin 530 & 430","Piper PA-32-260 Cherokee 6",Piper,"Cherokee 6",NULL,PA-32,PA-32-260
"2013  Cessna  T182T Turbo Skylane No Territory Restrictions!","Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
"2007 Eclipse 500 Recently Upgraded! Meticulously Cared For!","Eclipse Aviation Eclipse 500","Eclipse Aviation",NULL,NULL,"Eclipse 500",NULL
"2008 Cessna Caravan 208B","Cessna 208B Grand Caravan",Cessna,Caravan,NULL,208,208B
"2009 Cessna 400 SL Air Conditioned! Synthetic Vision Technology (SVT)!","Cessna 400",Cessna,NULL,NULL,400,NULL
"2008 Cessna 400 SL","Cessna 400",Cessna,NULL,NULL,400,NULL
"2007 Cessna 400 SL","Cessna 400",Cessna,NULL,NULL,400,NULL
"2006 Cessna 400 SL","Cessna 400",Cessna,NULL,NULL,400,NULL
"2004 Columbia 400","Columbia 400 Columbia",Columbia,Columbia,NULL,400,NULL
"2002 Columbia 300","Columbia 300 Columbia",Columbia,Columbia,NULL,300,NULL
"2008 Cessna T206H Turbo Stationair","Cessna T206H Turbo Stationair",Cessna,Stationair,NULL,206,T206H
"2007 Cessna T206H Turbo Stationair","Cessna T206H Turbo Stationair",Cessna,Stationair,NULL,206,T206H
"2006 Cessna T206H Turbo Stationair","Cessna T206H Turbo Stationair",Cessna,Stationair,NULL,206,T206H
"2006 Cessna T206H Turbo Stationair","Cessna T206H Turbo Stationair",Cessna,Stationair,NULL,206,T206H
"2007 Cessna T182T Turbo Skylane","Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
"2006 Cessna T182T Turbo Skylane","Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
"2005 Cessna T182T Turbo Skylane","Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
"2005 Cessna T182T Turbo Skylane","Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
"2004 Cessna T182T Turbo Skylane","Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
"2002 Cessna T182T Turbo Skylane","Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
"2002 Cessna T182T Turbo Skylane","Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
"2001 Cessna T182T Turbo Skylane","Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
"2012 Cessna 182T Skylane","Cessna 182T Skylane",Cessna,Skylane,NULL,182,182T
"2007 Cessna 182T Skylane","Cessna 182T Skylane",Cessna,Skylane,NULL,182,182T
"2007 Cessna 182T Skylane","Cessna 182T Skylane",Cessna,Skylane,NULL,182,182T
"2005 Cessna 182T Skylane","Cessna 182T Skylane",Cessna,Skylane,NULL,182,182T
"2004 Cessna 182T Skylane","Cessna 182T Skylane",Cessna,Skylane,NULL,182,182T
"2004 Cessna 182T Skylane","Cessna 182T Skylane",Cessna,Skylane,NULL,182,182T
"2004 Cessna 182T Skylane","Cessna 182T Skylane",Cessna,Skylane,NULL,182,182T
"1998 Cessna 182S Skylane","Cessna 182S Skylane",Cessna,Skylane,NULL,182,182S
"2007 Cessna 172SP Skyhawk","Cessna 172S Skyhawk SP",Cessna,Skyhawk,NULL,172,172S
"2003 Cessna 172SP Skyhawk SP","Cessna 172S Skyhawk SP",Cessna,Skyhawk,NULL,172,172S
"2001 Cessna 172SP Skyhawk SP","Cessna 172S Skyhawk SP",Cessna,Skyhawk,NULL,172,172S
"2011 Aviat Husky A-1C-180","Aviat Aircraft Inc. A-1C Husky","Aviat Aircraft Inc.",Husky,NULL,A-1,A-1C
"2006 Aviat Husky Husky A-1B","Aviat Aircraft Inc. A-1B Husky","Aviat Aircraft Inc.",Husky,NULL,A-1,A-1B
"1993 Commander 114B","Commander 114B",Commander,NULL,NULL,114,114B
"1981 Piper Turbo Saratoga (PA-32-301T)","Piper PA-32-301T Turbo Saratoga",Piper,Saratoga,NULL,PA-32,PA-32-301T
"1976 Cessna 182P","Cessna 182P Skylane",Cessna,Skylane,NULL,182,182P
"1969 Piper Turbo Aztec D PA-23-250","Piper PA-23-250 Turbo Aztec D",Piper,Aztec,NULL,PA-23,PA-23-250
