"list_id","title (headline from sites)","title_name (parsed title)","year","make","modelname","modelnameq","modelno","modelnoq","deeplink"
"237",,"Cessna 414 Chancellor","1974","Cessna","Chancellor",,"414",,"www.globalplanesearch.com/listing/aircraft-for-acmi-lease/Cessna-414/237"
"238","P-750 XL Agricultural/Survey Aircraft","PAC NZ P-750 XL","2005","PAC NZ",,,"P-750 XL",,"www.globalplanesearch.com/listing/aircraft-for-sale/PAC-NZ-P-750-XL/238"
"239","Global Express - Replacement Aircraft in service Now !",,"2000","Bombardier","BD-700",,,,
"240","1997 Challenger 850 Available immediately",,"1997","Bombardier","Challenger 850SE",,,,
"241","Low Time Challenger 604",,"2000","Bombardier","Challenger 604",,,,
"242","NEW TO MARKET:  1977 King Air 200","Beech 200 King Air","1977","Beech","King Air",,"200",,"www.globalplanesearch.com/listing/aircraft-for-sale/Beech-200/242"
"243","Express S-90 Taildragger",,"2001","Wheeler","Express",,,,
"244","Rockwell Aero Commander  100-108 Lark",,"1968","Aero Commander","Lark",,,,
"245",,"Beech 60","1969","Beech","60",,,,
"246",,"Beech Beechjet","1988","Beech","Beechjet",,,,
"247","Perfect for A&P School!","Rockwell Sabreliner","1975","Rockwell","Sabreliner",,,,
"248","Price Reduced! EASA, MSP+Smart Parts Plus! Int + Ext NEW",,"2004","Bombardier","Challenger 300",,,,
"249","King Air C90 GT",,"2006","Beech","King Air",,,,
"250",,,"1990","Boeing","737-300-3C1",,,,
"251",,,"1992","Boeing","737-300-3B2",,,,
"252","VIP business jet",,"1994","AVRO",,,,,
"253",,,"1989","ATR","42-300",,,,
"254",,,"1988","BAe","146-200",,,,
"255","Nice Debonair with IO-520 (285 HP)",,"1960","Beech","35-A33",,,,
"256","4305TT, 677 SFOH Hangared Midwest Based","Piper PA-28-180D Cherokee","1969","Piper","Cherokee",,"PA-28","PA-28-180D","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-PA-28-180D/256"
"257","AgustaWestland AW139 VVIP NEW!","Agusta AW139","2013","Agusta","AW139",,,,
"258","1961 Beech Bonanza N35","Beech N35 Bonanza","1961","Beech","Bonanza",,"3?","N35","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-Bonanza/258"
"259","Executive Jetstream 31 with Autopilot & Water/Meth","BAe J-31 Jetstream","1984","BAe","Jetstream",,"J-31",,"www.globalplanesearch.com/listing/aircraft-for-sale/BAe-J-31/259"
"260","Changed engine and blade main rotor ok","Robinson R-22 Beta II","2006","Robinson","Beta",,"R-22",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Beta-II/260"
"261","MD80 - Complete aircraft excl engines","McDonnell Douglas MD-80-83","1988","McDonnell Douglas",,,"MD-80","MD-80-83","www.globalplanesearch.com/listing/aircraft-for-sale/McDonnell-Douglas-MD80-DC9-83/261"
"262",,,"1996","Fairchild Aircraft",,,,,
"263","Newly Refurbished AS355 F1","Eurocopter AS 355F1 Ecureuil II","1981","Eurocopter","Ecureuil",,"AS 355","AS 355F1","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-355F1/263"
"264","R44 Raven 1*Engine OVH´d with 500h remaining","Robinson R-44 Raven","2001","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-R-44/264"
"265","Very Low Time Engines and Propellers",,"1976","Cessna","421C",,,,
"266",,,"1996","Fairchild Swearingen","Metro 23",,,,
"267","King Air B350",,"1993","Beech","B350",,,,
"268","1972 Cherokee 140","Piper PA-28-140 Cherokee Cruiser","1972","Piper","Cherokee",,"PA-28","PA-28-140","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Cherokee-Cruiser/268"
"269","2009 Jabiru J230-SP","Jabiru J230","2009","Jabiru",,,"J230",,"www.globalplanesearch.com/listing/aircraft-for-sale/Jabiru-J230/269"
"270","For sale","Bell 205/UH-1H Iroquois (Huey)","1967","Bell","Iroquois (Huey)",,"205","205/UH-1H","www.globalplanesearch.com/listing/aircraft-for-sale/Bell-205-UH-1H/270"
"271","Such a Deal!!","Hawker Siddeley 900XP","2008","Hawker Siddeley",,,"900","900XP","www.globalplanesearch.com/listing/aircraft-for-sale/Hawker-Siddeley-900XP/271"
"272","Like New!  Loaded!","Bell 206B3 JetRanger III","2008","Bell","JetRanger",,"206","206B3","www.globalplanesearch.com/listing/aircraft-for-sale/Bell-JetRanger-III/272"
"273","Cessna 310R in good condition","Cessna 310R","1975","Cessna",,,"310","310R","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-310R/273"
"274","Make Your Best Offer!!   Highly Motivated Seller!!","Cessna 560 Citation V","1991","Cessna","Citation",,"5??","560","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-V/274"
"275","Great Flight Trainer!  Bank Owned!","AMD Alarus","2004","AMD","Alarus",,,,
"276","Amphibian Nearly New Total Refurb.","Cessna 185E Skywagon","1972","Cessna","185E",,,,
"277","CESSNA CITATION II  ABSOLUTE AUCTION",,"1980","Cessna","Citation II",,,,
"278","Great plane at a great price","Cirrus SR-22","2001","Cirrus","SR-22",,,,
"279","Cessna Citation Bravo for sale","Cessna 550 Citation Bravo","1997","Cessna","550",,,,
"280","Cessna Citation III for sale","Cessna 650 Citation III","1985","Cessna","650",,,,
"281","Beechcraft B200 KingAir for sale","Beech B200 King Air","1996","Beech","King Air",,,,
"282","C-404 Cargoliner","Cessna 404","1979","Cessna",,,"404",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-404/282"
"283",,"Piper PA-31T2 Cheyenne II-XL","1981","Piper","Cheyenne",,"PA-31","PA-31T2","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Cheyenne-II-XL/283"
"284",,"Piaggio P.180","2004","Piaggio",,,"P.180",,"www.globalplanesearch.com/listing/aircraft-for-sale/Piaggio-P.180/284"
"285",,"Pilatus PC-6/B2-H2 Turbo Porter","1966","Fairchild Aircraft","Porter",,"PC-6","PC-6/B2-H2","www.globalplanesearch.com/listing/aircraft-for-sale/Fairchild-Aircraft-Porter-PC6-B2-H2/285"
"286",,"Mitsubishi Marquise","1980","Mitsubishi","Marquise",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Mitsubishi-Marquise/286"
"287",,"Mitsubishi Solitaire","1979","Mitsubishi","Solitaire",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Mitsubishi-Solitaire/287"
"288",,,"1978","Mitsubishi","MU-2N",,,,
"289","Aircraft Available for ACMI/ Dry Lease or Sale","Boeing 737-400","1991","Boeing",,,"737","737-400","www.globalplanesearch.com/listing/aircraft-for-acmi-lease/Boeing-737-400/289"
"290","AFFORDABLE CARGO MONSTER","Lockheed C-130A Hercules","1957","Lockheed","Hercules",,"C-130","C-130A","www.globalplanesearch.com/listing/aircraft-for-sale/Lockheed-C-130A/290"
"291",,"Thrush Aircraft/Ayres 510 Turbo Thrush","2009","Thrush Aircraft/Ayres","Thrush",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Thrush-Aircraft-Ayres-510-Turbo-Thrush/291"
"292","KNOWN ICE, AIR CONDITIONING, VG’s, MFD, G430W, RDR 2000 RADAR","Beech 58P Baron","1981","Beech","Baron",,"5?","58P","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-58P/292"
"293","Clean 180hp Cherokee with Horton STOL","Piper PA-28-180 Cherokee","1966","Piper","Cherokee",,"PA-28","PA-28-180","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-PA-28-180/293"
"294","Almost like new IFR Skylane","Cessna 182S Skylane","1998","Cessna","Skylane",,"182","182S","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182S/294"
"295","Kodiak For sale  X split me up the gut","Quest Aircraft Kodiak","2009","Quest Aircraft","Kodiak",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Quest-Aircraft-Kodiak/295"
"296","1984 Corporate Shuttle BAe Jetstream 31, sn657, N657BA","BAe J-31 Jetstream","1984","BAe","Jetstream",,"J-31",,"www.globalplanesearch.com/listing/aircraft-for-sale/BAe-J-31/296"
"297","1986 Corporate BAe Jetstream J31, sn 717, N170PC","BAe J-31 Jetstream","1986","BAe","Jetstream",,"J-31",,"www.globalplanesearch.com/listing/aircraft-for-sale/BAe-J-31/297"
"298","1978 Learjet 35A, sn 35A-180, N701DA","Learjet 35A","1978","Learjet",,,"30","35A","www.globalplanesearch.com/listing/aircraft-for-sale/Learjet-35A/298"
"299","1979 Piper AeroStar 601P, sn 61P06267963285, N69MF","Aerostar 601P","1979","Piper",,,"601","601P","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-601P-Aerostar/299"
"300","Clean Skylane with low time engine and prop.","Cessna 182F Skylane","1969","Cessna","Skylane",,"182","182F","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182F/300"
"301","Corporately flown and maintained Skylane. 2000 TBO engine.","Cessna 182Q Skylane","1979","Cessna","Skylane",,"182","182Q","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182Q/301"
"302","170B -Preserved - Pristine - Pampered. LOW times.","Cessna 170B","1952","Cessna",,,"170","170B","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-170B/302"
"303","CRJ 200 for sale","Bombardier CRJ-200ER","2001","Bombardier",,,"CRJ","CRJ-200ER","www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-CRJ-200ER/303"
"304","CRJ 200 for sale","Bombardier CRJ-200ER","2000","Bombardier",,,"CRJ","CRJ-200ER","www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-CRJ-200ER/304"
"305","CRJ 200 for sale","Bombardier CRJ-200ER","1999","Bombardier",,,"CRJ","CRJ-200ER","www.globalplanesearch.com/listing/aircraft-for-sale/Bombardier-CRJ-200ER/305"
"306","Drastic Price Reduction to $3,695,000! All offers/trades considered. Aircraft to be delivered w fresh prop overhauls.","Piaggio P.180","2007","Piaggio",,,"P.180",,"www.globalplanesearch.com/listing/aircraft-for-sale/Piaggio-P180/306"
"307","A cub with all options installed for bush flights!","Zlin Aerospace Savage Cub","2012","Zlin Aerospace","Savage Cub",,,,
"308",,"Eurocopter AS 350B3 Ecureuil","2009","Eurocopter","Ecureuil",,"AS 350","AS 350B3","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350B3/308"
"309","A320 for sale","Airbus A320-211","1992","Airbus",,,"A320","A320-211","www.globalplanesearch.com/listing/aircraft-for-sale/Airbus-A320-211/309"
"310","ASH26E 700hrs TTS MINT CONDITION STATE OF THE ART PANEL","Schleicher","2001","Schleicher",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Schleicher-ASH26E/310"
"311","Agusta Bell 206 B2 Jetranger","Bell 206B JetRanger II","1977","Bell","JetRanger",,"206","206B","www.globalplanesearch.com/listing/aircraft-for-sale/Bell-206B/311"
"312","Diamond DA42 Twin Star","Diamond Aircraft DA42 TwinStar","2005","Diamond Aircraft","Star",,"DA42",,"www.globalplanesearch.com/listing/aircraft-for-sale/Diamond-Aircraft-DA42/312"
"313","One Owner Fortune 50 Corporate 407. IT'S GOTTA GO!!","Bell 407","1997","Bell",,,"407",,"www.globalplanesearch.com/listing/aircraft-for-sale/Bell-407/313"
"314","Blawkhawk XPR-61 Platinum Edition","Beech B200 King Air","1985","Beech","King Air",,"200","B200","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-B200/314"
"315","YAY 42-D VIP for sale","Yakovlev YAK-42D","1992","Yakovlev",,,"YAK-42","YAK-42D","www.globalplanesearch.com/listing/aircraft-for-sale/Yakovlev-YAK-42D/315"
"316","Best Super Cub on the Market","Piper PA-18 Super Cub","1962","Piper","Cub",,"PA-18",,"www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Super-Cub/316"
"317","Fantastic Cessna 150 at a Great Price!","Cessna 150G","1967","Cessna",,,"150","150G","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-150G/317"
"318","1958 Piper Comanche 250","Piper PA-24-250 Comanche","1958","Piper","Comanche",,,,
"319","Cabri","Guimbal G-2 Cabri","2008","Guimbal","Cabri",,"G-2",,"www.globalplanesearch.com/listing/aircraft-for-sale/Guimbal-G-2/319"
"320","Raven 1","Robinson R-44 Raven","2010","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-R-44/320"
"321","Raven 1","Robinson R-44 Raven","2010","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-R-44/321"
"322","Raven 1","Robinson R-44 Raven","2010","Robinson","Raven",,"R-44",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-R-44/322"
"323","RV6A Single Engine Prop Airplane","Vans RV-6A","2005","Vans",,,"RV-6","RV-6A","www.globalplanesearch.com/listing/aircraft-for-sale/Vans-RV-6A/323"
"324","LEAR 55ER",,"1985","Learjet","55-ER",,,,
"325","LEAR 31A FOR LEASE","Learjet 31A","1996","Learjet",,,"30","31A","www.globalplanesearch.com/listing/aircraft-for-sale/Learjet-31A/325"
"326","FRESH ANNUAL. RAM IV CONVERSION, WINGLETS!!!  AIR CONDITIONING, VG'S, NICE IN AND OUT !!","Cessna 414A Chancellor","1979","Cessna","Chancellor",,"414","414A","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-414A/326"
"327","RAM IV CONVERSION WITH WINGLETS AND GARMIN PANEL. ARGUABLY THE NICEST, MOST CLEAN 414A ON THE MARKET!!","Cessna 414A Chancellor","1980","Cessna","Chancellor",,"414","414A","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-414A/327"
"328","2380 TT, 580/580 SOH, Garmin 430 GPS, King 24 Audio Panel, RCA Primus - 200 Weather Radar, King KN53 Nav","Beech 58P Baron","1981","Beech","58P",,,,
"329","FRESH HOT SECTIONS, NEW PAINT AND INTERIOR. RAM AIR, SPEED STACKS. CURRENT 135.","Piper PA-31T2 Cheyenne II-XL","1981","Piper","Cheyenne",,"PA-31","PA-31T2","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Cheyenne-II-XL/329"
"330","5960 TT, 3200/3200 SMOH, CURRENT PART 135, TRADES CONSIDERED...","Piper PA-31T2 Cheyenne II-XL","1981","Piper","Cheyenne II-XL",,,,
"331","GARMIN G600 (SYNTHETIC VISION), DUAL 530'S, 209 SINCE HOTS, ONLY 2 Corporate Owners, Professionally Flown Since New. Trades Considered. EMAIL SALES@MERCURYAIRCRAFTSALES.COM","Piper PA-31T Cheyenne II","1977","Piper","Cheyenne",,"PA-31","PA-31T","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Cheyenne-II/331"
"332","One Owner Loaded Corporate JetRanger","Bell 206B3 JetRanger III","1994","Bell","JetRanger",,"206","206B3","www.globalplanesearch.com/listing/aircraft-for-sale/Bell-206B3/332"
"333","AMS AStar with Utility Interior!","Eurocopter AS 350B2 Ecureuil","1996","Eurocopter","Ecureuil",,"AS 350","AS 350B2","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350B2/333"
"334","One Owner Corporate EC120B.  FRESH 12 YEAR!!","Eurocopter EC 120B Colibri","2001","Eurocopter","Colibri",,"EC 120","EC 120B","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-EC-120B/334"
"335","Robinson R22 Beta","Robinson R-22 Beta","1991","Robinson","Beta",,"R-22",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Beta/335"
"336","TRADES CONSIDERED. NICE 421C READY TO WORK !!!","Cessna 421C Golden Eagle","1980","Cessna","421C",,,,
"337","100/200 SMOH. CREW DOOR, CARGO DOOR GARMIN 530/430 WAAS","Piper PA-31 Chieftain","1980","Piper","Navajo",,"PA-31",,"www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Chieftain/337"
"338","ABSOLUTE CREAM PUFF. MOTIVATED SELLER ! SEE SPECS BELOW:","Piper PA-31P-350 Mojave","1984","Piper","Navajo",,"PA-31","PA-31P-350","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Mojave/338"
"339","LOW TIME, CLEAN AND READY TO FLY!","Piper PA-31-325 Navajo C/R Panther","1980","Piper","Navajo C/R Panther",,,,
"340","Garmin MX 20, Garmin 530/430 System Com/Nav/GPS with WAAS. HF STEC AP, Fad-ec digital display,TRADES CONSIDERED..","Piper PA-34 Seneca V","2000","Piper","Seneca",,"PA-34",,"www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Seneca-V/340"
"341","Turn key Seneca III",,"1985","Piper","Seneca III",,,,
"342","LOW TIME 208B WITH CARGO POD, FREON AIR, Garmin 430W and 530W , WILLING TO EXPORT, TRADES CONSIDERED!!","Cessna F406 Caravan II","2005","Cessna","Caravan",,"208","F406","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Caravan-II/342"
"343","EXTENDED RANGE TANKS, N1 DEEC’s, RECENT INTERIOR, SINGLE POINT REFUEL, THRUST REVERSERS, EROS OXYGEN MASKS, DUAL SAFT 4078 NICAD BATTERIES","Learjet 55-ER","1984","Learjet",,,"55","55-ER","www.globalplanesearch.com/listing/aircraft-for-sale/Learjet-55-ER/343"
"344","Advanced Chinook PLUS 2 Trainer Ultralight","ASAP 2-S Plus 2 Chinook","2005","ASAP","Chinook",,"Plus 2 2-S",,"www.globalplanesearch.com/listing/aircraft-for-sale/ASAP-Chinook/344"
"345","Aces High Test Listing","Aces High Cuby II","2012","Aces High",,,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Aces-High-Cuby-II/345"
"346","Challenger II Amphib","Quad City Challenger II CWS","2008","Quad City","Challenger",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Quad-City-Challenger-II-CWS/346"
"347",,"Dornier 328Jet","1998","Dornier",,,"Do-328","328Jet","www.globalplanesearch.com/listing/aircraft-for-sale/Dornier-328Jet/347"
"348","EMB-120ER For Sale","Embraer EMB-120ER Brasilia","1990","Embraer","Brasilia",,"EMB-120","EMB-120ER","www.globalplanesearch.com/listing/aircraft-for-sale/Embraer-EMB-120ER/348"
"349","TURN KEY KODIAK","Quest Aircraft Kodiak","2009","Quest Aircraft","Kodiak",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Quest-Aircraft-Kodiak/349"
"350","*AP/FD.Digital Tpdr. Designer Leather Interior,Aircraft Interior and Exterior in Great Condition.","Piper PA-46`tp Malibu Mirage JetPROP DLX","1994","Piper","Malibu",,"PA-46","PA-46`tp","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Malibu-Mirage-JetPROP-DLX/350"
"351","FRESH HOT SECTIONS..CAN BE EXPORTED","Piper PA-42 Cheyenne IIIA","1984","Piper","Cheyenne",,"PA-42",,"www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Cheyenne-IIIA/351"
"352","SUPER CHEYENNE -135 ENGINE CONVERSION.","Piper PA-31T Cheyenne II","1981","Piper","Cheyenne",,"PA-31","PA-31T","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-Cheyenne-II/352"
"353",,"Cessna Citation CJ","1999","Cessna","Citation",,"5??",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-Citation-CJ/353"
"354","Your search is over, Your better than new 1957 Cessna 180A in pristine, show room condition.","Cessna 180A Skywagon","1957","Cessna","Skywagon",,"180","180A","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-180/354"
"355","PIPER DAKOTA PA28-236 (IFR)","Piper PA-28-236 Dakota","1979","Piper","Cherokee",,"PA-28","PA-28-236","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-PA-28/355"
"356","1979 Lance Turbo","Piper PA-32RT-300T Lance","1979","Piper","Lance",,"PA-32","PA-32RT-300T","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-PA-32RT-300T/356"
"357","A109MkII Wide Boby Plus IFR","Agusta A109K II Plus","1988","Agusta",,,"A109","A109K II Plus","www.globalplanesearch.com/listing/aircraft-for-sale/Agusta-A109K-II-Plus/357"
"358",,"Gulfstream GV","2000","Gulfstream",,,"GV",,"www.globalplanesearch.com/listing/aircraft-for-sale/Gulfstream-GV/358"
"359",,"Beech 1900C Airliner","1991","Beech","Airliner",,"1900","1900C","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-1900C/359"
"360",,"Hawker Siddeley 125-800XP","2000","Hawker Siddeley",,,"125","125-800XP","www.globalplanesearch.com/listing/aircraft-for-sale/Hawker-Siddeley-125-800XP/360"
"361",,"Hawker Siddeley 125-800XP","2004","Hawker Siddeley",,,"125","125-800XP","www.globalplanesearch.com/listing/aircraft-for-sale/Hawker-Siddeley-125-800XP/361"
"362","Beechjet 400A","Beech 400A Beechjet","2001","Beech","Beechjet",,"400","400A","www.globalplanesearch.com/listing/aircraft-for-sale/Beech-400A/362"
"363",,"Hawker Siddeley 4000","2009","Hawker Siddeley",,,"4000",,"www.globalplanesearch.com/listing/aircraft-for-sale/Hawker-Siddeley-4000/363"
"364","Fabulous Piper Comanche, modern equipped","Piper PA-24-260B Comanche","1966","Piper","Comanche",,"PA-24","PA-24-260B","www.globalplanesearch.com/listing/aircraft-for-sale/Piper-PA-24-260B/364"
"365","Mooney for Sale","Mooney M20K 231","1980","Mooney",,,"M20","M20K 231","www.globalplanesearch.com/listing/aircraft-for-sale/Mooney-M20K-231/365"
